"year","fips5","county_name","crop","type","yield_kg_ha","yield_bu_acre","state_name"
2006,"20153","RAWLINS","CORN","IRRIGATED",11194.42,178,"KANSAS"
2006,"20153","RAWLINS","CORN","NON-IRRIGATED",2264.04,36,"KANSAS"
2006,"20153","RAWLINS","SORGHUM","ALL",2704.27,43,"KANSAS"
2006,"20153","RAWLINS","SORGHUM","IRRIGATED",5660.1,90,"KANSAS"
2006,"20153","RAWLINS","SORGHUM","NON-IRRIGATED",2578.49,41,"KANSAS"
2006,"20153","RAWLINS","SOYBEANS","ALL",2751.51,41,"KANSAS"
2006,"20153","RAWLINS","SOYBEANS","IRRIGATED",3959.49,59,"KANSAS"
2006,"20153","RAWLINS","SOYBEANS","NON-IRRIGATED",671.1,10,"KANSAS"
2006,"20153","RAWLINS","WHEAT","ALL",1073.76,16,"KANSAS"
2006,"20153","RAWLINS","WHEAT","IRRIGATED",1879.08,28,"KANSAS"
2006,"20153","RAWLINS","WHEAT","NON-IRRIGATED",1006.65,15,"KANSAS"
2006,"20179","SHERIDAN","CORN","ALL",6100.33,97,"KANSAS"
2006,"20179","SHERIDAN","CORN","IRRIGATED",9747.95,155,"KANSAS"
2006,"20179","SHERIDAN","CORN","NON-IRRIGATED",2201.15,35,"KANSAS"
2006,"20179","SHERIDAN","SORGHUM","ALL",3899.18,62,"KANSAS"
2006,"20179","SHERIDAN","SORGHUM","IRRIGATED",6729.23,107,"KANSAS"
2006,"20179","SHERIDAN","SORGHUM","NON-IRRIGATED",3521.84,56,"KANSAS"
2006,"20179","SHERIDAN","SOYBEANS","ALL",3758.16,56,"KANSAS"
2006,"20179","SHERIDAN","SOYBEANS","IRRIGATED",4429.26,66,"KANSAS"
2006,"20179","SHERIDAN","SOYBEANS","NON-IRRIGATED",738.21,11,"KANSAS"
2006,"20179","SHERIDAN","WHEAT","ALL",1140.87,17,"KANSAS"
2006,"20179","SHERIDAN","WHEAT","IRRIGATED",1476.42,22,"KANSAS"
2006,"20179","SHERIDAN","WHEAT","NON-IRRIGATED",1073.76,16,"KANSAS"
2006,"20181","SHERMAN","CORN","ALL",8427.26,134,"KANSAS"
2006,"20181","SHERMAN","CORN","IRRIGATED",12640.89,201,"KANSAS"
2006,"20181","SHERMAN","CORN","NON-IRRIGATED",1383.58,22,"KANSAS"
2006,"20181","SHERMAN","SORGHUM","ALL",4150.74,66,"KANSAS"
2006,"20181","SHERMAN","SORGHUM","IRRIGATED",6603.45,105,"KANSAS"
2006,"20181","SHERMAN","SORGHUM","NON-IRRIGATED",3521.84,56,"KANSAS"
2006,"20181","SHERMAN","SOYBEANS","ALL",3556.83,53,"KANSAS"
2006,"20181","SHERMAN","WHEAT","ALL",1476.42,22,"KANSAS"
2006,"20181","SHERMAN","WHEAT","IRRIGATED",3758.16,56,"KANSAS"
2006,"20181","SHERMAN","WHEAT","NON-IRRIGATED",1207.98,18,"KANSAS"
2006,"20193","THOMAS","CORN","ALL",7421.02,118,"KANSAS"
2006,"20193","THOMAS","CORN","IRRIGATED",11886.21,189,"KANSAS"
2006,"20193","THOMAS","CORN","NON-IRRIGATED",1886.7,30,"KANSAS"
2006,"20193","THOMAS","SORGHUM","ALL",2830.05,45,"KANSAS"
2006,"20193","THOMAS","SORGHUM","IRRIGATED",4968.31,79,"KANSAS"
2006,"20193","THOMAS","SORGHUM","NON-IRRIGATED",2704.27,43,"KANSAS"
2006,"20193","THOMAS","SOYBEANS","ALL",3355.5,50,"KANSAS"
2006,"20193","THOMAS","SOYBEANS","IRRIGATED",3959.49,59,"KANSAS"
2006,"20193","THOMAS","SOYBEANS","NON-IRRIGATED",872.43,13,"KANSAS"
2006,"20193","THOMAS","WHEAT","ALL",1342.2,20,"KANSAS"
2006,"20193","THOMAS","WHEAT","IRRIGATED",2348.85,35,"KANSAS"
2006,"20193","THOMAS","WHEAT","NON-IRRIGATED",1275.09,19,"KANSAS"
2006,"20195","TREGO","CORN","ALL",2641.38,42,"KANSAS"
2006,"20195","TREGO","CORN","IRRIGATED",8175.7,130,"KANSAS"
2006,"20195","TREGO","CORN","NON-IRRIGATED",1823.81,29,"KANSAS"
2006,"20195","TREGO","SORGHUM","ALL",2452.71,39,"KANSAS"
2006,"20195","TREGO","SOYBEANS","ALL",1946.19,29,"KANSAS"
2006,"20195","TREGO","WHEAT","ALL",939.54,14,"KANSAS"
2006,"20195","TREGO","WHEAT","IRRIGATED",2885.73,43,"KANSAS"
2006,"20195","TREGO","WHEAT","NON-IRRIGATED",939.54,14,"KANSAS"
2006,"20199","WALLACE","CORN","ALL",8301.48,132,"KANSAS"
2006,"20199","WALLACE","CORN","IRRIGATED",11445.98,182,"KANSAS"
2006,"20199","WALLACE","CORN","NON-IRRIGATED",2452.71,39,"KANSAS"
2006,"20199","WALLACE","SORGHUM","ALL",2578.49,41,"KANSAS"
2006,"20199","WALLACE","SORGHUM","IRRIGATED",4653.86,74,"KANSAS"
2006,"20199","WALLACE","SORGHUM","NON-IRRIGATED",2201.15,35,"KANSAS"
2006,"20199","WALLACE","WHEAT","ALL",1543.53,23,"KANSAS"
2006,"20199","WALLACE","WHEAT","IRRIGATED",2617.29,39,"KANSAS"
2006,"20199","WALLACE","WHEAT","NON-IRRIGATED",1409.31,21,"KANSAS"
2006,"31057","DUNDY","CORN","ALL",10722.745,170.5,"NEBRASKA"
2006,"31057","DUNDY","CORN","IRRIGATED",12578,200,"NEBRASKA"
2006,"31057","DUNDY","CORN","NON-IRRIGATED",2955.83,47,"NEBRASKA"
2006,"31057","DUNDY","SORGHUM","ALL",3075.321,48.9,"NEBRASKA"
2006,"31057","DUNDY","SORGHUM","IRRIGATED",6666.34,106,"NEBRASKA"
2006,"31057","DUNDY","SORGHUM","NON-IRRIGATED",2641.38,42,"NEBRASKA"
2006,"31057","DUNDY","SOYBEANS","ALL",4301.751,64.1,"NEBRASKA"
2006,"31057","DUNDY","SOYBEANS","IRRIGATED",4362.15,65,"NEBRASKA"
2006,"31057","DUNDY","WHEAT","ALL",2355.561,35.1,"NEBRASKA"
2006,"31057","DUNDY","WHEAT","IRRIGATED",4496.37,67,"NEBRASKA"
2006,"31057","DUNDY","WHEAT","NON-IRRIGATED",1476.42,22,"NEBRASKA"
2007,"08017","CHEYENNE","CORN","ALL",6509.115,103.5,"COLORADO"
2007,"08017","CHEYENNE","CORN","IRRIGATED",11854.765,188.5,"COLORADO"
2007,"08017","CHEYENNE","CORN","NON-IRRIGATED",2798.605,44.5,"COLORADO"
2007,"08017","CHEYENNE","SORGHUM","ALL",2578.49,41,"COLORADO"
2007,"08017","CHEYENNE","WHEAT","ALL",2348.85,35,"COLORADO"
2007,"08017","CHEYENNE","WHEAT","IRRIGATED",4429.26,66,"COLORADO"
2007,"08017","CHEYENNE","WHEAT","NON-IRRIGATED",2315.295,34.5,"COLORADO"
2007,"08063","KIT CARSON","CORN","ALL",7861.25,125,"COLORADO"
2007,"08063","KIT CARSON","CORN","IRRIGATED",11949.1,190,"COLORADO"
2007,"08063","KIT CARSON","CORN","NON-IRRIGATED",3710.51,59,"COLORADO"
2007,"08063","KIT CARSON","SORGHUM","ALL",3616.175,57.5,"COLORADO"
2007,"08063","KIT CARSON","WHEAT","ALL",2852.175,42.5,"COLORADO"
2007,"08063","KIT CARSON","WHEAT","IRRIGATED",4093.71,61,"COLORADO"
2007,"08063","KIT CARSON","WHEAT","NON-IRRIGATED",2717.955,40.5,"COLORADO"
2007,"08125","YUMA","CORN","ALL",12137.77,193,"COLORADO"
2007,"08125","YUMA","CORN","IRRIGATED",13049.675,207.5,"COLORADO"
2007,"08125","YUMA","CORN","NON-IRRIGATED",4653.86,74,"COLORADO"
2007,"08125","YUMA","SORGHUM","ALL",3521.84,56,"COLORADO"
2007,"08125","YUMA","WHEAT","ALL",3120.615,46.5,"COLORADO"
2007,"08125","YUMA","WHEAT","IRRIGATED",4899.03,73,"COLORADO"
2007,"08125","YUMA","WHEAT","NON-IRRIGATED",2852.175,42.5,"COLORADO"
2007,"20023","CHEYENNE","CORN","ALL",9496.39,151,"KANSAS"
2007,"20023","CHEYENNE","CORN","IRRIGATED",13081.12,208,"KANSAS"
2007,"20023","CHEYENNE","CORN","NON-IRRIGATED",3962.07,63,"KANSAS"
2007,"20023","CHEYENNE","SORGHUM","ALL",4716.75,75,"KANSAS"
2007,"20023","CHEYENNE","SOYBEANS","ALL",3422.61,51,"KANSAS"
2007,"20023","CHEYENNE","WHEAT","ALL",3154.17,47,"KANSAS"
2007,"20023","CHEYENNE","WHEAT","IRRIGATED",4026.6,60,"KANSAS"
2007,"20023","CHEYENNE","WHEAT","NON-IRRIGATED",3087.06,46,"KANSAS"
2007,"20039","DECATUR","CORN","ALL",5911.66,94,"KANSAS"
2007,"20039","DECATUR","CORN","IRRIGATED",11508.87,183,"KANSAS"
2007,"20039","DECATUR","CORN","NON-IRRIGATED",5345.65,85,"KANSAS"
2007,"20039","DECATUR","SORGHUM","ALL",4150.74,66,"KANSAS"
2007,"20039","DECATUR","WHEAT","ALL",3288.39,49,"KANSAS"
2007,"20039","DECATUR","WHEAT","IRRIGATED",4093.71,61,"KANSAS"
2007,"20039","DECATUR","WHEAT","NON-IRRIGATED",3288.39,49,"KANSAS"
2007,"20063","GOVE","CORN","ALL",6100.33,97,"KANSAS"
2007,"20063","GOVE","CORN","IRRIGATED",10879.97,173,"KANSAS"
2007,"20063","GOVE","CORN","NON-IRRIGATED",4968.31,79,"KANSAS"
2007,"20063","GOVE","SORGHUM","ALL",5094.09,81,"KANSAS"
2007,"20063","GOVE","SORGHUM","IRRIGATED",6666.34,106,"KANSAS"
2007,"20063","GOVE","SORGHUM","NON-IRRIGATED",5031.2,80,"KANSAS"
2007,"20063","GOVE","SOYBEANS","ALL",2952.84,44,"KANSAS"
2007,"20063","GOVE","WHEAT","ALL",3019.95,45,"KANSAS"
2007,"20063","GOVE","WHEAT","IRRIGATED",3288.39,49,"KANSAS"
2007,"20063","GOVE","WHEAT","NON-IRRIGATED",3019.95,45,"KANSAS"
2007,"20065","GRAHAM","CORN","ALL",6540.56,104,"KANSAS"
2007,"20065","GRAHAM","CORN","IRRIGATED",10628.41,169,"KANSAS"
2007,"20065","GRAHAM","CORN","NON-IRRIGATED",5094.09,81,"KANSAS"
2007,"20065","GRAHAM","SORGHUM","ALL",5534.32,88,"KANSAS"
2007,"20065","GRAHAM","SORGHUM","IRRIGATED",7358.13,117,"KANSAS"
2007,"20065","GRAHAM","SORGHUM","NON-IRRIGATED",5471.43,87,"KANSAS"
2007,"20065","GRAHAM","SOYBEANS","ALL",1879.08,28,"KANSAS"
2007,"20065","GRAHAM","SOYBEANS","IRRIGATED",3892.38,58,"KANSAS"
2007,"20065","GRAHAM","SOYBEANS","NON-IRRIGATED",1409.31,21,"KANSAS"
2007,"20065","GRAHAM","WHEAT","ALL",2214.63,33,"KANSAS"
2007,"20065","GRAHAM","WHEAT","IRRIGATED",2885.73,43,"KANSAS"
2007,"20065","GRAHAM","WHEAT","NON-IRRIGATED",2214.63,33,"KANSAS"
2007,"20109","LOGAN","CORN","ALL",4842.53,77,"KANSAS"
2007,"20109","LOGAN","CORN","IRRIGATED",10565.52,168,"KANSAS"
2007,"20109","LOGAN","CORN","NON-IRRIGATED",4150.74,66,"KANSAS"
2007,"20109","LOGAN","SORGHUM","ALL",4716.75,75,"KANSAS"
2007,"20109","LOGAN","WHEAT","ALL",3154.17,47,"KANSAS"
2007,"20109","LOGAN","WHEAT","IRRIGATED",4764.81,71,"KANSAS"
2007,"20109","LOGAN","WHEAT","NON-IRRIGATED",3154.17,47,"KANSAS"
2007,"20137","NORTON","CORN","ALL",5094.09,81,"KANSAS"
2007,"20137","NORTON","CORN","IRRIGATED",10817.08,172,"KANSAS"
2007,"20137","NORTON","CORN","NON-IRRIGATED",4402.3,70,"KANSAS"
2007,"20137","NORTON","SORGHUM","ALL",4590.97,73,"KANSAS"
2007,"20137","NORTON","SORGHUM","IRRIGATED",6603.45,105,"KANSAS"
2007,"20137","NORTON","SORGHUM","NON-IRRIGATED",4465.19,71,"KANSAS"
2007,"20137","NORTON","SOYBEANS","ALL",2415.96,36,"KANSAS"
2007,"20137","NORTON","SOYBEANS","IRRIGATED",3489.72,52,"KANSAS"
2007,"20137","NORTON","SOYBEANS","NON-IRRIGATED",2080.41,31,"KANSAS"
2007,"20137","NORTON","WHEAT","ALL",2013.3,30,"KANSAS"
2007,"20137","NORTON","WHEAT","IRRIGATED",2684.4,40,"KANSAS"
2007,"20137","NORTON","WHEAT","NON-IRRIGATED",2013.3,30,"KANSAS"
2007,"20153","RAWLINS","CORN","ALL",6980.79,111,"KANSAS"
2007,"20153","RAWLINS","CORN","IRRIGATED",13206.9,210,"KANSAS"
2007,"20153","RAWLINS","CORN","NON-IRRIGATED",5471.43,87,"KANSAS"
2007,"20153","RAWLINS","SORGHUM","ALL",4968.31,79,"KANSAS"
2007,"20153","RAWLINS","SORGHUM","IRRIGATED",6289,100,"KANSAS"
2007,"20153","RAWLINS","SORGHUM","NON-IRRIGATED",4905.42,78,"KANSAS"
2007,"20153","RAWLINS","WHEAT","ALL",2885.73,43,"KANSAS"
2007,"20153","RAWLINS","WHEAT","IRRIGATED",4362.15,65,"KANSAS"
2007,"20153","RAWLINS","WHEAT","NON-IRRIGATED",2885.73,43,"KANSAS"
2007,"20179","SHERIDAN","CORN","ALL",8301.48,132,"KANSAS"
2007,"20179","SHERIDAN","CORN","IRRIGATED",12955.34,206,"KANSAS"
2007,"20179","SHERIDAN","CORN","NON-IRRIGATED",4590.97,73,"KANSAS"
2007,"20179","SHERIDAN","SORGHUM","ALL",4528.08,72,"KANSAS"
2007,"20179","SHERIDAN","SORGHUM","IRRIGATED",7924.14,126,"KANSAS"
2007,"20179","SHERIDAN","SORGHUM","NON-IRRIGATED",4213.63,67,"KANSAS"
2007,"20179","SHERIDAN","SOYBEANS","ALL",3959.49,59,"KANSAS"
2007,"20179","SHERIDAN","SOYBEANS","IRRIGATED",4295.04,64,"KANSAS"
2007,"20179","SHERIDAN","SOYBEANS","NON-IRRIGATED",2281.74,34,"KANSAS"
2007,"20179","SHERIDAN","WHEAT","ALL",3019.95,45,"KANSAS"
2007,"20179","SHERIDAN","WHEAT","IRRIGATED",3087.06,46,"KANSAS"
2007,"20179","SHERIDAN","WHEAT","NON-IRRIGATED",3019.95,45,"KANSAS"
2007,"20181","SHERMAN","CORN","ALL",9056.16,144,"KANSAS"
2007,"20181","SHERMAN","CORN","IRRIGATED",12703.78,202,"KANSAS"
2007,"20181","SHERMAN","CORN","NON-IRRIGATED",3333.17,53,"KANSAS"
2007,"20181","SHERMAN","SORGHUM","ALL",4653.86,74,"KANSAS"
2007,"20181","SHERMAN","SORGHUM","IRRIGATED",9307.72,148,"KANSAS"
2007,"20181","SHERMAN","SORGHUM","NON-IRRIGATED",4024.96,64,"KANSAS"
2007,"20181","SHERMAN","SOYBEANS","ALL",4093.71,61,"KANSAS"
2007,"20181","SHERMAN","WHEAT","ALL",3087.06,46,"KANSAS"
2007,"20181","SHERMAN","WHEAT","IRRIGATED",4362.15,65,"KANSAS"
2007,"20181","SHERMAN","WHEAT","NON-IRRIGATED",2885.73,43,"KANSAS"
2007,"20193","THOMAS","CORN","ALL",8867.49,141,"KANSAS"
2007,"20193","THOMAS","CORN","IRRIGATED",13144.01,209,"KANSAS"
2007,"20193","THOMAS","CORN","NON-IRRIGATED",5722.99,91,"KANSAS"
2007,"20193","THOMAS","SORGHUM","ALL",4653.86,74,"KANSAS"
2007,"20193","THOMAS","SORGHUM","IRRIGATED",5597.21,89,"KANSAS"
2007,"20193","THOMAS","SORGHUM","NON-IRRIGATED",4590.97,73,"KANSAS"
2007,"20193","THOMAS","SOYBEANS","ALL",3288.39,49,"KANSAS"
2007,"20193","THOMAS","SOYBEANS","IRRIGATED",3959.49,59,"KANSAS"
2007,"20193","THOMAS","SOYBEANS","NON-IRRIGATED",1543.53,23,"KANSAS"
2007,"20193","THOMAS","WHEAT","ALL",2818.62,42,"KANSAS"
2007,"20193","THOMAS","WHEAT","IRRIGATED",4764.81,71,"KANSAS"
2007,"20193","THOMAS","WHEAT","NON-IRRIGATED",2684.4,40,"KANSAS"
2007,"20195","TREGO","CORN","ALL",5345.65,85,"KANSAS"
2007,"20195","TREGO","SORGHUM","ALL",5471.43,87,"KANSAS"
2007,"20195","TREGO","SOYBEANS","ALL",2550.18,38,"KANSAS"
2007,"20195","TREGO","WHEAT","ALL",2013.3,30,"KANSAS"
2007,"20195","TREGO","WHEAT","IRRIGATED",3758.16,56,"KANSAS"
2007,"20195","TREGO","WHEAT","NON-IRRIGATED",2013.3,30,"KANSAS"
2007,"20199","WALLACE","CORN","ALL",8175.7,130,"KANSAS"
2007,"20199","WALLACE","CORN","IRRIGATED",11886.21,189,"KANSAS"
2007,"20199","WALLACE","CORN","NON-IRRIGATED",4213.63,67,"KANSAS"
2007,"20199","WALLACE","SORGHUM","ALL",4213.63,67,"KANSAS"
2007,"20199","WALLACE","WHEAT","ALL",3087.06,46,"KANSAS"
2007,"20199","WALLACE","WHEAT","IRRIGATED",4026.6,60,"KANSAS"
2007,"20199","WALLACE","WHEAT","NON-IRRIGATED",2952.84,44,"KANSAS"
2007,"31057","DUNDY","CORN","ALL",10213.336,162.4,"NEBRASKA"
2007,"31057","DUNDY","CORN","IRRIGATED",11760.43,187,"NEBRASKA"
2007,"31057","DUNDY","CORN","NON-IRRIGATED",5471.43,87,"NEBRASKA"
2007,"31057","DUNDY","SORGHUM","ALL",4987.177,79.3,"NEBRASKA"
2007,"31057","DUNDY","SORGHUM","IRRIGATED",5911.66,94,"NEBRASKA"
2007,"31057","DUNDY","SORGHUM","NON-IRRIGATED",4779.64,76,"NEBRASKA"
2007,"31057","DUNDY","SOYBEANS","ALL",4026.6,60,"NEBRASKA"
2007,"31057","DUNDY","WHEAT","ALL",3610.518,53.8,"NEBRASKA"
2007,"31057","DUNDY","WHEAT","IRRIGATED",4227.93,63,"NEBRASKA"
2007,"31057","DUNDY","WHEAT","NON-IRRIGATED",3288.39,49,"NEBRASKA"
2008,"08017","CHEYENNE","CORN","ALL",5785.88,92,"COLORADO"
2008,"08063","KIT CARSON","CORN","ALL",6289,100,"COLORADO"
2008,"08063","KIT CARSON","CORN","IRRIGATED",9622.17,153,"COLORADO"
2008,"08063","KIT CARSON","CORN","NON-IRRIGATED",2452.71,39,"COLORADO"
2008,"08125","YUMA","CORN","ALL",11383.09,181,"COLORADO"
2008,"08125","YUMA","CORN","IRRIGATED",12074.88,192,"COLORADO"
2008,"08125","YUMA","CORN","NON-IRRIGATED",3962.07,63,"COLORADO"
2008,"20063","GOVE","CORN","ALL",5408.54,86,"KANSAS"
2008,"20063","GOVE","SORGHUM","ALL",4465.19,71,"KANSAS"
2008,"20065","GRAHAM","SORGHUM","ALL",5282.76,84,"KANSAS"
2008,"20179","SHERIDAN","CORN","ALL",7861.25,125,"KANSAS"
2008,"20179","SHERIDAN","SORGHUM","ALL",5597.21,89,"KANSAS"
2008,"20181","SHERMAN","CORN","ALL",8112.81,129,"KANSAS"
2008,"20193","THOMAS","CORN","ALL",7043.68,112,"KANSAS"
2008,"31057","DUNDY","CORN","ALL",9622.17,153,"NEBRASKA"
2008,"31057","DUNDY","CORN","IRRIGATED",11949.1,190,"NEBRASKA"
2008,"31057","DUNDY","CORN","NON-IRRIGATED",3899.18,62,"NEBRASKA"
2009,"08125","YUMA","CORN","ALL",11068.64,176,"COLORADO"
2009,"20023","CHEYENNE","SORGHUM","ALL",3836.29,61,"KANSAS"
2009,"20063","GOVE","CORN","ALL",8741.71,139,"KANSAS"
2009,"20063","GOVE","SORGHUM","ALL",6100.33,97,"KANSAS"
2009,"20065","GRAHAM","SORGHUM","ALL",5534.32,88,"KANSAS"
2009,"20109","LOGAN","CORN","ALL",8615.93,137,"KANSAS"
2009,"20109","LOGAN","CORN","IRRIGATED",13269.79,211,"KANSAS"
2009,"20109","LOGAN","CORN","NON-IRRIGATED",8049.92,128,"KANSAS"
2009,"20137","NORTON","CORN","ALL",6917.9,110,"KANSAS"
2009,"20137","NORTON","CORN","IRRIGATED",12955.34,206,"KANSAS"
2009,"20137","NORTON","CORN","NON-IRRIGATED",6226.11,99,"KANSAS"
2009,"20153","RAWLINS","CORN","ALL",7546.8,120,"KANSAS"
2009,"20153","RAWLINS","SORGHUM","ALL",3899.18,62,"KANSAS"
2009,"20179","SHERIDAN","CORN","ALL",9747.95,155,"KANSAS"
2009,"20179","SHERIDAN","CORN","IRRIGATED",13269.79,211,"KANSAS"
2009,"20179","SHERIDAN","CORN","NON-IRRIGATED",7295.24,116,"KANSAS"
2009,"20181","SHERMAN","CORN","ALL",10439.74,166,"KANSAS"
2009,"20181","SHERMAN","CORN","IRRIGATED",12200.66,194,"KANSAS"
2009,"20181","SHERMAN","CORN","NON-IRRIGATED",6729.23,107,"KANSAS"
2009,"20181","SHERMAN","SORGHUM","ALL",4779.64,76,"KANSAS"
2009,"20193","THOMAS","CORN","ALL",8049.92,128,"KANSAS"
2009,"20195","TREGO","CORN","ALL",6666.34,106,"KANSAS"
2009,"20195","TREGO","CORN","IRRIGATED",12955.34,206,"KANSAS"
2009,"20195","TREGO","CORN","NON-IRRIGATED",5722.99,91,"KANSAS"
2009,"20195","TREGO","SORGHUM","ALL",5534.32,88,"KANSAS"
2009,"20199","WALLACE","CORN","ALL",9747.95,155,"KANSAS"
2009,"20199","WALLACE","CORN","IRRIGATED",12074.88,192,"KANSAS"
